翰林_112_2_期末考,0,skip,翰林,112,A_翰林
翰林_112_中正國小_第二次段考,235,0,翰林,112,A_翰林
翰林_112_內安國小_第一次段考,0,skip,翰林,112,A_翰林
南一_109_安和國小_第一次段考,286,0,南一,109,C_南一
康軒_109_伸東國小_第一次段考,323,0,康軒,109,B_康軒
翰林_112_內安國小_第二次段考,233,0,翰林,112,A_翰林
南一_109_成功國小_第一次段考,307,0,南一,109,C_南一
康軒_109_四維國小_第一次段考,280,0,康軒,109,B_康軒
翰林_112_太平國小_第一次段考,287,0,翰林,112,A_翰林
南一_109_成德國小_第一次段考,215,0,南一,109,C_南一
康軒_109_大園國小_第一次段考,274,0,康軒,109,B_康軒
翰林_112_太平國小_第二次段考,309,0,翰林,112,A_翰林
南一_111_勝利國小_期中考,293,0,南一,111,C_南一
康軒_109_海佃國小_第一次段考,282,0,康軒,109,B_康軒
翰林_112_田中國小_第一次段考,263,0,翰林,112,A_翰林
南一_111_勝利國小_未知,295,0,南一,111,C_南一
康軒_110_三條國小_第一次段考,243,0,康軒,110,B_康軒
翰林_112_田中國小_第二次段考,298,0,翰林,112,A_翰林
南一_111_安和國小_期中考,262,0,南一,111,C_南一
康軒_110_中正國小_第一次段考,259,0,康軒,110,B_康軒
南一_111_安和國小_未知,236,0,南一,111,C_南一
翰林_112_臺南市和順國小_期末考,296,0,翰林,112,A_翰林
康軒_110_海佃國小_第一次段考,327,0,康軒,110,B_康軒
南一_111_廣興國小_第一次段考,238,0,南一,111,C_南一
康軒_111_中正國小_第二次段考,370,0,康軒,111,B_康軒
康軒_112_四維國小_第一次段考,0,skip,康軒,112,B_康軒
南一_111_廣興國小_第二次段考,227,0,南一,111,C_南一
康軒_112_四維國小_第二次段考,293,0,康軒,112,B_康軒
南一_111_成功國小_第一次段考,328,0,南一,111,C_南一
康軒_112_大莊國小_第一次段考,269,0,康軒,112,B_康軒
南一_111_成功國小_第二次段考,298,0,南一,111,C_南一
南一_111_新北安和國小_期中考,191,0,南一,111,C_南一
康軒_112_大莊國小_第二次段考,264,0,康軒,112,B_康軒
康軒_112_安和國小_期中考,349,0,康軒,112,B_康軒
南一_111_新北安和國小_未知,380,0,南一,111,C_南一
南一_112_2_期末考,0,skip,南一,112,C_南一
康軒_112_安和國小_未知,294,0,康軒,112,B_康軒
南一_112_勝利國小_期中考,347,0,南一,112,C_南一
康軒_112_新北安和國小_期中考,239,0,康軒,112,B_康軒
南一_112_勝利國小_期末考,328,0,南一,112,C_南一
康軒_112_新北安和國小_未知,280,0,康軒,112,B_康軒
南一_112_廣興國小_第一次段考,258,0,南一,112,C_南一
南一_112_廣興國小_第二次段考,269,0,南一,112,C_南一
南一_112_成功國小_第一次段考,239,0,南一,112,C_南一
南一_112_成功國小_第二次段考,281,0,南一,112,C_南一
南一_112_新北桃子腳國小_期末考,284,0,南一,112,C_南一
南一_113_2_期末考,0,skip,南一,113,C_南一
南一_113_2六年級國語期中卷_期中考,398,0,南一,113,C_南一
南一_113_2六年級國語期中考卷解答_期中考,221,0,南一,113,C_南一
南一_113_未知國小_期中考,455,0,南一,113,C_南一
