翰林_111_安和國小_期中考,0,skip,翰林,111,A_翰林
康軒_111_三條國小_第一次段考,0,skip,康軒,111,B_康軒
南一_111_勝利國小_期中考,0,skip,南一,111,C_南一
翰林_111_安和國小_期末考,0,skip,翰林,111,A_翰林
康軒_111_內安國小_第一次段考,0,skip,康軒,111,B_康軒
南一_111_勝利國小_期末考,0,skip,南一,111,C_南一
南一_111_安和國小_期中考,0,skip,南一,111,C_南一
翰林_111_新北安和國小_期中考,0,skip,翰林,111,A_翰林
康軒_111_內安國小_第二次段考,0,skip,康軒,111,B_康軒
康軒_111_大園國小_第三次段考,0,skip,康軒,111,B_康軒
翰林_111_新北安和國小_期末考,0,skip,翰林,111,A_翰林
南一_111_安和國小_期末考,0,skip,南一,111,C_南一
翰林_111_田中國小_第一次段考,0,skip,翰林,111,A_翰林
康軒_111_成功國小_第一次段考,0,skip,康軒,111,B_康軒
南一_111_廣興國小_第一次段考,0,skip,南一,111,C_南一
翰林_111_田中國小_第二次段考,0,skip,翰林,111,A_翰林
康軒_111_成功國小_第三次段考,0,skip,康軒,111,B_康軒
南一_111_廣興國小_第二次段考,0,skip,南一,111,C_南一
南一_111_新北安和國小_期中考,0,skip,南一,111,C_南一
翰林_112_2_期末考,0,skip,翰林,112,A_翰林
康軒_111_成功國小_第二次段考,0,skip,康軒,111,B_康軒
康軒_111_舊館國小_第一次段考,0,skip,康軒,111,B_康軒
翰林_112_下縣立內安國小_第一次段考,0,skip,翰林,112,A_翰林
南一_111_新北安和國小_期末考,0,skip,南一,111,C_南一
康軒_111_舊館國小_第三次段考,0,skip,康軒,111,B_康軒
翰林_112_下縣立內安國小_第二次段考,0,skip,翰林,112,A_翰林
南一_111_草港國小_第二次段考,0,skip,南一,111,C_南一
翰林_112_中山國小_第一次段考,0,skip,翰林,112,A_翰林
南一_112_2_期末考,0,skip,南一,112,C_南一
康軒_112_四維國小_第二次段考,0,skip,康軒,112,B_康軒
南一_112_2新北桃子腳國小_期末考,0,skip,南一,112,C_南一
康軒_112_太平國小_第二次段考,0,skip,康軒,112,B_康軒
翰林_112_勝利國小_期中考,0,skip,翰林,112,A_翰林
康軒_112_安和國小_期中考,0,skip,康軒,112,B_康軒
南一_112_廣興國小_第二次段考,0,skip,南一,112,C_南一
翰林_112_勝利國小_期末考,0,skip,翰林,112,A_翰林
翰林_112_未知_期中考,0,skip,翰林,112,A_翰林
南一_112_新北桃子腳國小_期末考,0,skip,南一,112,C_南一
康軒_112_安和國小_期末考,0,skip,康軒,112,B_康軒
康軒_112_成功國小_第一次段考,0,skip,康軒,112,B_康軒
翰林_112_未知_期末考,0,skip,翰林,112,A_翰林
翰林_112_田中國小_第二次段考,0,skip,翰林,112,A_翰林
康軒_112_成功國小_第三次段考,0,skip,康軒,112,B_康軒
康軒_112_成功國小_第二次段考,0,skip,康軒,112,B_康軒
翰林_112_臺南市和順國小_期中考,0,skip,翰林,112,A_翰林
康軒_112_新北安和國小_期中考,0,skip,康軒,112,B_康軒
翰林_112_臺南市和順國小_期末考,0,skip,翰林,112,A_翰林
翰林_113_2_期末考,0,skip,翰林,113,A_翰林
康軒_112_新北安和國小_期末考,0,skip,康軒,112,B_康軒
翰林_113_2四年級國語期中考卷解答_期中考,0,skip,翰林,113,A_翰林
翰林_113_未知國小_期中考,0,skip,翰林,113,A_翰林
翰林_113_未知國小_期末考,0,skip,翰林,113,A_翰林
南一_112_草港國小_第二次段考,3157,0,南一,112,C_南一
南一_113_02第一次評量四年級國語科評量答案卷_未知,0,skip,南一,113,C_南一
南一_113_02第一次評量四年級國語科評量試卷_未知,0,skip,南一,113,C_南一
南一_113_02第二次評量四年級國語科評量答案卷_未知,0,skip,南一,113,C_南一
南一_113_02第二次評量四年級國語科評量試卷_未知,0,skip,南一,113,C_南一
南一_113_未知國小_期中考,945,0,南一,113,C_南一
南一_113_未知國小_期末考,288,0,南一,113,C_南一
