翰林_113_2三年級自然期中考卷解答_期中考,319,0,SERIAL
康軒_108_寶山國小_第二次段考,287,0,SERIAL
南一_112_2_期末考,530,0,SERIAL
翰林_113_未知國小_期中考,328,0,SERIAL
康軒_108_新生國小_第一次段考,259,0,SERIAL
南一_111_成功國小_第一次段考,339,0,SERIAL
翰林_113_2_期末考,352,0,SERIAL
康軒_110_新生國小_第一次段考,265,0,SERIAL
南一_112_勝利國小_期末考,341,0,SERIAL
翰林_113_未知國小_期末考,335,0,SERIAL
康軒_111_3下_期末考,331,0,SERIAL
南一_113_02第一次評量三年級自然科評量試卷_未知,327,0,SERIAL
翰林_109_四維國小_第一次段考,327,0,SERIAL
康軒_111_勝利國小_期末考,269,0,SERIAL
南一_111_成功國小_第三次段考,309,0,SERIAL
翰林_112_成功國小_第二次段考,394,0,SERIAL
康軒_112_草港國小_第二次段考,370,0,SERIAL
南一_112_太平國小_第二次段考,303,0,SERIAL
翰林_112_成功國小_第三次段考,296,0,SERIAL
康軒_112_2_期末考,354,0,SERIAL
南一_108_永光國小_第三次段考,296,0,SERIAL
翰林_113_2三年級自然期中卷_期中考,290,0,SERIAL
康軒_112_新北桃子腳國小_期末考,4122,0,SERIAL
南一_112_臺南市和順國小_期中考,342,0,SERIAL
康軒_108_田中國小_第一次段考,281,0,SERIAL
南一_110_長安國小_第一次段考,349,0,SERIAL
康軒_108_國姓國小_第一次段考,311,0,SERIAL
南一_109_舊館國小_第一次段考,314,0,SERIAL
康軒_109_海佃國小_第一次段考,335,0,SERIAL
南一_111_成功國小_第二次段考,313,0,SERIAL
康軒_108_伸東國小_第一次段考,474,0,SERIAL
南一_108_文德國小_第二次段考,328,0,SERIAL
康軒_112_廣興國小_第一次段考,300,0,SERIAL
南一_112_太平國小_第一次段考,486,0,SERIAL
康軒_110_海佃國小_第二次段考,349,0,SERIAL
南一_108_豐崙國小_第三次段考,368,0,SERIAL
康軒_112_廣興國小_第二次段考,304,0,SERIAL
南一_108_豐崙國小_第二次段考,337,0,SERIAL
康軒_108_東芳國小_第一次段考,364,0,SERIAL
南一_113_02第二次評量三年級自然科評量試卷_未知,358,0,SERIAL
康軒_109_大園國小_第二次段考,311,0,SERIAL
南一_108_舊館國小_第三次段考,344,0,SERIAL
康軒_112_四維國小_第二次段考,312,0,SERIAL
南一_112_中正國小_第一次段考,328,0,SERIAL
康軒_108_文德國小_第一次段考,365,0,SERIAL
南一_108_成功國小_第一次段考,318,0,SERIAL
康軒_112_四維國小_第一次段考,314,0,SERIAL
南一_109_成德國小_第一次段考,311,0,SERIAL
康軒_110_海佃國小_第一次段考,278,0,SERIAL
南一_108_成功國小_第三次段考,325,0,SERIAL
康軒_108_曉陽國小_第一次段考,265,0,SERIAL
南一_108_永光國小_第二次段考,291,0,SERIAL
康軒_108_曉陽國小_第二次段考,293,0,SERIAL
南一_108_湳雅國小_第二次段考,2984,0,SERIAL
康軒_109_大園國小_第一次段考,394,0,SERIAL
南一_110_中正國小_第一次段考,277,0,SERIAL
康軒_111_廣興國小_第二次段考,343,0,SERIAL
南一_111_文德國小_第二次段考,339,0,SERIAL
康軒_108_內安國小_第二次段考,392,0,SERIAL
南一_111_田中國小_第一次段考,404,0,SERIAL
康軒_108_安和國小_第一次段考,357,0,SERIAL
南一_112_文德國小_第一次段考,428,0,SERIAL
康軒_108_田中國小_第二次段考,302,0,SERIAL
南一_112_田中國小_第一次段考,442,0,SERIAL
康軒_108_安和國小_第二次段考,379,0,SERIAL
南一_111_文德國小_第一次段考,238,0,SERIAL
康軒_112_安和國小_期中考,364,0,SERIAL
南一_112_田中國小_第二次段考,378,0,SERIAL
康軒_112_新北安和國小_期中考,288,0,SERIAL
