康軒_111_安和國小_期中考,0,skip,康軒,111,B_康軒
南一_111_中正國小_第二次段考,0,skip,南一,111,C_南一
翰林_112_2_期末考,0,skip,翰林,112,A_翰林
翰林_112_2新北桃子腳國小_期末考,0,skip,翰林,112,A_翰林
南一_111_廣興國小_第一次段考,0,skip,南一,111,C_南一
康軒_111_安和國小_期末考,0,skip,康軒,111,B_康軒
康軒_111_成功國小_第一次段考,0,skip,康軒,111,B_康軒
南一_111_廣興國小_第二次段考,0,skip,南一,111,C_南一
翰林_112_中正國小_第一次段考,0,skip,翰林,112,A_翰林
南一_112_2_期末考,0,skip,南一,112,C_南一
翰林_112_四維國小_第一次段考,0,skip,翰林,112,A_翰林
康軒_111_成功國小_第三次段考,0,skip,康軒,111,B_康軒
翰林_112_四維國小_第二次段考,0,skip,翰林,112,A_翰林
康軒_111_成功國小_第二次段考,0,skip,康軒,111,B_康軒
南一_112_內安國小_第一次段考,0,skip,南一,112,C_南一
翰林_112_新北桃子腳國小_期末考,0,skip,翰林,112,A_翰林
南一_112_內安國小_第二次段考,0,skip,南一,112,C_南一
康軒_111_新北安和國小_期中考,0,skip,康軒,111,B_康軒
南一_112_勝利國小_期中考,0,skip,南一,112,C_南一
翰林_112_田中國小_第一次段考,0,skip,翰林,112,A_翰林
康軒_111_新北安和國小_期末考,0,skip,康軒,111,B_康軒
康軒_112_太平國小_第一次段考,0,skip,康軒,112,B_康軒
康軒_112_成功國小_第一次段考,337,0,康軒,112,B_康軒
南一_112_勝利國小_期末考,399,0,南一,112,C_南一
翰林_112_田中國小_第二次段考,422,0,翰林,112,A_翰林
翰林_113_02第一次評量三年級國語科評量答案卷 2_未知,196,0,翰林,113,A_翰林
南一_112_安和國小_期中考,296,0,南一,112,C_南一
康軒_112_成功國小_第三次段考,437,0,康軒,112,B_康軒
翰林_113_02第一次評量三年級國語科評量答案卷_未知,173,0,翰林,113,A_翰林
南一_112_安和國小_期末考,435,0,南一,112,C_南一
康軒_112_成功國小_第二次段考,436,0,康軒,112,B_康軒
翰林_113_02第一次評量三年級國語科評量試卷_未知,603,0,翰林,113,A_翰林
南一_112_廣興國小_第二次段考,310,0,南一,112,C_南一
翰林_113_02第二次評量三年級國語科評量試卷_未知,241,0,翰林,113,A_翰林
南一_112_新北安和國小_期中考,382,0,南一,112,C_南一
翰林_113_未知國小_期中考,432,0,翰林,113,A_翰林
翰林_113_未知國小_期末考,0,skip,翰林,113,A_翰林
南一_112_新北安和國小_期末考,315,0,南一,112,C_南一
南一_112_臺南市和順國小_期中考,290,0,南一,112,C_南一
南一_112_臺南市和順國小_期末考,328,0,南一,112,C_南一
南一_112_草港國小_第二次段考,254,0,南一,112,C_南一
南一_113_2_期末考,382,0,南一,113,C_南一
南一_113_2三年級國語期中卷_期中考,463,0,南一,113,C_南一
南一_113_未知國小_期中考,406,0,南一,113,C_南一
南一_113_未知國小_期末考,320,0,南一,113,C_南一
